ID,GROUP,DATE,AGE,Gender,MEMORIZATION,GRIT,TEAMWORK,DISCIPLINE,SELF ESTEEM,CREATIVITY,LANGUAGE

618,F,1/20/2016,14,2,,,,,,,

619,F,1/20/2016,15,2,1,3,2,3,1,1,2

620,F,1/20/2016,16,2,1,3,2,4,1,2,2

621,F,1/20/2016,14,2,1,3,2,4,1,2,1

622,F,1/20/2016,14,2,1,3,2,4,1,2,2

623,F,1/20/2016,15,2,1,3,2,4,1,2,2

624,F,1/20/2016,16,2,1,3,2,4,2,2,1

625,F,1/20/2016,13,2,2,3,3,4,3,2,2

601,F,1/22/2016,15,2,2,5,3,5,3,3,3

603,F,1/22/2016,16,2,2,5,2,3,2,2,2

605,F,1/22/2016,15,2,2,5,2,3,2,2,2

606,F,1/22/2016,12,2,2,5,2,3,2,2,2

607,F,1/22/2016,17,2,3,5,3,5,3,3,3

610,F,1/22/2016,14,2,2,5,2,4,3,3,3

613,F,1/22/2016,11,2,2,5,2,3,2,3,2

614,F,1/22/2016,13,2,2,5,2,3,2,2,2

618,F,1/22/2016,14,2,2,5,2,2,2,3,2

619,F,1/22/2016,15,2,2,5,2,2,2,3,2

621,F,1/22/2016,14,2,2,5,2,3,2,2,2

622,F,1/22/2016,14,2,2,5,2,3,2,2,2

623,F,1/22/2016,15,2,2,5,2,3,2,2,3

624,F,1/22/2016,16,2,2,5,2,3,2,2,2

625,F,1/22/2016,13,2,2,5,2,3,2,2,2

501,E,1/30/2016,14,2,6,6,5,5,5,5,5

502,E,1/30/2016,14,2,5,6,5,4,5,5,5

503,E,1/30/2016,15,2,,,,,,,

504,E,1/30/2016,16,2,6,6,5,5,6,5,6

505,E,1/30/2016,14,2,,,,,,,

506,E,1/30/2016,14,2,5,5,5,5,4,5,4

507,E,1/30/2016,15,2,,,,,,,

508,E,1/30/2016,15,2,4,4,4,6,3,4,4

516,E,1/30/2016,15,2,5,6,5,5,4,5,4

509,E,1/30/2016,15,2,5,6,5,5,4,5,4

510,E,1/30/2016,13,2,,,,,,,

511,E,1/30/2016,14,2,5,5,5,5,4,4,4

512,E,1/30/2016,15,2,4,5,4,5,3,4,4

514,E,1/30/2016,11,2,5,5,5,5,4,4,4

515,E,1/30/2016,13,2,,,,,,,

501,E,1/31/2016,14,2,6,6,6,5,6,5,6

502,E,1/31/2016,14,2,6,5,6,5,6,4,5

503,E,1/31/2016,15,2,,,,,,,

504,E,1/31/2016,16,2,6,5,6,5,6,4,6

505,E,1/31/2016,14,2,5,5,5,5,5,4,5

506,E,1/31/2016,14,2,5,7,6,5,5,6,5

507,E,1/31/2016,15,2,,,,,,,

508,E,1/31/2016,15,2,,,,,,,

516,E,1/31/2016,15,2,,,,,,,

509,E,1/31/2016,15,2,5,5,6,5,5,6,5

510,E,1/31/2016,13,2,,,,,,,

511,E,1/31/2016,14,2,6,5,5,4,6,4,5

512,E,1/31/2016,15,2,5,5,5,5,4,4,3

514,E,1/31/2016,11,2,6,5,5,4,6,4,6

515,E,1/31/2016,13,2,,,,,,,

601,F,1/25/2016,15,2,3,7,3,4,3,3,3

603,F,1/25/2016,16,2,2,5,3,3,2,2,2

605,F,1/25/2016,15,2,2,5,3,3,2,2,2

606,F,1/25/2016,12,2,2,5,3,2,2,2,2

607,F,1/25/2016,17,2,3,7,3,4,3,3,3

610,F,1/25/2016,14,2,3,5,3,2,3,3,3

613,F,1/25/2016,11,2,2,5,2,2,2,2,2

614,F,1/25/2016,13,2,2,5,2,2,2,2,2

618,F,1/25/2016,14,2,,,,,,,

619,F,1/25/2016,15,2,2,5,2,3,2,2,2

621,F,1/25/2016,14,2,,,,,,,

622,F,1/25/2016,14,2,,,,,,,

623,F,1/25/2016,15,2,,,,,,,

624,F,1/25/2016,16,2,2,5,2,2,2,2,2

625,F,1/25/2016,13,2,,,,,,,

601,F,1/27/2016,15,2,4,4,4,4,3,4,3

603,F,1/27/2016,16,2,3,4,3,4,2,4,3

605,F,1/27/2016,15,2,3,4,3,4,2,4,3

606,F,1/27/2016,12,2,4,4,3,4,2,4,3

607,F,1/27/2016,17,2,5,4,4,4,3,5,3

610,F,1/27/2016,14,2,4,4,3,4,3,4,3

613,F,1/27/2016,11,2,4,4,4,4,3,4,3

614,F,1/27/2016,13,2,3,4,3,4,2,4,3

615,F,1/27/2016,15,2,3,4,3,4,2,3,3

618,F,1/27/2016,14,2,,,,,,,

619,F,1/27/2016,15,2,3,4,3,3,2,4,3

620,F,1/27/2016,16,2,3,4,3,4,2,4,3

621,F,1/27/2016,14,2,3,4,3,4,2,4,3

622,F,1/27/2016,14,2,3,4,3,4,2,4,3

623,F,1/27/2016,15,2,4,4,3,4,2,4,3

624,F,1/27/2016,16,2,3,4,3,4,2,4,3

625,F,1/27/2016,13,2,5,4,4,6,3,5,3

601,F,1/29/2016,15,2,4,5,3,5,4,3,3

603,F,1/29/2016,16,2,4,5,3,3,5,3,3

605,F,1/29/2016,15,2,3,5,2,3,3,2,3

606,F,1/29/2016,12,2,4,5,3,5,4,3,3

607,F,1/29/2016,17,2,,,,,,,

610,F,1/29/2016,14,2,2,5,3,3,3,2,3

613,F,1/29/2016,11,2,2,5,2,3,3,2,3

614,F,1/29/2016,13,2,2,5,3,3,3,3,2

615,F,1/29/2016,14,2,3,5,2,3,2,2,2

618,F,1/29/2016,15,2,2,4,2,3,2,2,2

619,F,1/29/2016,16,2,2,5,2,3,2,2,2

620,F,1/29/2016,14,2,2,5,2,3,2,3,2

621,F,1/29/2016,14,2,2,5,2,3,2,2,2

622,F,1/29/2016,15,2,1,5,2,3,2,2,2

623,F,1/29/2016,16,2,2,5,2,3,2,3,2

624,F,1/29/2016,13,2,,,,,,,

625,E,2/6/2016,14,2,6,6,5,5,6,5,6

502,E,2/6/2016,14,2,6,6,5,5,5,5,6

503,E,2/6/2016,15,2,6,5,5,5,5,4,5

504,E,2/6/2016,16,2,7,6,5,5,6,5,7

505,E,2/6/2016,14,2,5,5,5,5,5,4,5

506,E,2/6/2016,14,2,,,,,,,

507,E,2/6/2016,15,2,,,,,,,

508,E,2/6/2016,15,2,5,5,5,5,4,4,5

516,E,2/6/2016,15,2,6,5,5,4,4,5,4

509,E,2/6/2016,15,2,6,6,5,5,4,5,4

510,E,2/6/2016,13,2,,,,,,,

511,E,2/6/2016,14,2,6,5,5,4,4,4,5

512,E,2/6/2016,15,2,6,4,4,5,3,3,4

514,E,2/6/2016,11,2,6,5,5,5,4,4,4

515,E,2/6/2016,13,2,6,5,5,5,5,4,4

501,E,2/7/2016,14,2,5,6,5,4,4,4,5

502,E,2/7/2016,14,2,,,,,,,

503,E,2/7/2016,15,2,5,5,6,5,4,5,5

504,E,2/7/2016,16,2,6,6,6,5,5,4,7

505,E,2/7/2016,14,2,6,5,5,4,5,5,5

506,E,2/7/2016,14,2,5,6,6,4,4,4,4

507,E,2/7/2016,15,2,,,,,,,

508,E,2/7/2016,15,2,5,6,5,5,4,4,4

516,E,2/7/2016,15,2,5,5,4,4,5,5,4

509,E,2/7/2016,15,2,5,5,6,5,4,5,5

510,E,2/7/2016,13,2,,,,,,,

511,E,2/7/2016,14,2,5,6,4,3,4,4,5

512,E,2/7/2016,15,2,,,,,,,

514,E,2/7/2016,11,2,,,,,,,

515,E,2/7/2016,13,2,4,5,4,3,4,4,4

601,F,2/1/2016,15,2,,,,,,,

603,F,2/1/2016,16,2,,,,,,,

605,F,2/1/2016,15,2,,,,,,,

606,F,2/1/2016,15,2,,,,,,,

607,F,2/1/2016,12,2,,,,,,,

610,F,2/1/2016,17,2,,,,,,,

613,F,2/1/2016,14,2,,,,,,,

614,F,2/1/2016,11,2,,,,,,,

615,F,2/1/2016,13,2,,,,,,,

618,F,2/1/2016,14,2,,,,,,,

619,F,2/1/2016,15,2,,,,,,,

620,F,2/1/2016,16,2,,,,,,,

621,F,2/1/2016,14,2,,,,,,,

622,F,2/1/2016,14,2,,,,,,,

623,F,2/1/2016,15,2,,,,,,,

624,F,2/1/2016,16,2,,,,,,,

625,F,2/1/2016,13,2,,,,,,,

601,F,2/3/2016,15,2,4,4,3,4,3,1,3

603,F,2/3/2016,16,2,4,4,2,3,3,1,3

605,F,2/3/2016,15,2,2,4,2,3,2,1,2

606,F,2/3/2016,15,2,,,,,,,

607,F,2/3/2016,12,2,,,,,,,

610,F,2/3/2016,17,2,4,4,3,4,3,1,2

613,F,2/3/2016,14,2,3,4,3,3,3,1,2

614,F,2/3/2016,11,2,3,4,2,3,3,1,3

615,F,2/3/2016,13,2,3,4,3,3,2,1,2

618,F,2/3/2016,14,2,,,,,,,

619,F,2/3/2016,15,2,,,,,,,

620,F,2/3/2016,16,2,,,,,,,

621,F,2/3/2016,14,2,,,,,,,

622,F,2/3/2016,14,2,,,,,,,

623,F,2/3/2016,15,2,,,,,,,

624,F,2/3/2016,16,2,3,4,2,3,3,1,2

625,F,2/3/2016,13,2,,,,,,,

601,F,2/5/2016,15,2,4,5,3,5,4,4,3

603,F,2/5/2016,16,2,3,5,3,5,2,2,3

605,F,2/5/2016,15,2,,,,,,,

606,F,2/5/2016,12,2,,,,,,,

607,F,2/5/2016,17,2,4,5,3,5,4,4,3

610,F,2/5/2016,14,2,,,,,,,

613,F,2/5/2016,11,2,4,5,3,5,4,3,3

614,F,2/5/2016,13,2,3,5,3,5,3,2,2

615,F,2/5/2016,14,2,,,,,,,

618,F,2/5/2016,15,2,,,,,,,

619,F,2/5/2016,16,2,,,,,,,

620,F,2/5/2016,14,2,,,,,,,

621,F,2/5/2016,14,2,2,5,2,3,2,2,2

622,F,2/5/2016,15,2,,,,,,,

623,F,2/5/2016,16,2,2,5,2,5,2,2,2

624,F,2/5/2016,13,2,,,,,,,

625,E,2/13/2016,14,2,6,6,7,4,5,5,5

502,E,2/13/2016,14,2,6,6,7,5,5,5,6

503,E,2/13/2016,15,2,7,6,7,5,5,5,6

504,E,2/13/2016,16,2,6,5,7,5,6,5,6

505,E,2/13/2016,14,2,6,6,7,5,5,5,5

506,E,2/13/2016,14,2,6,6,7,4,5,5,5

507,E,2/13/2016,15,2,,,,,,,

508,E,2/13/2016,15,2,5,6,7,5,4,5,5

516,E,2/13/2016,15,2,6,6,7,4,5,5,5

509,E,2/13/2016,15,2,6,6,7,5,5,5,5

510,E,2/13/2016,13,2,,,,,,,

511,E,2/13/2016,14,2,6,6,7,5,5,5,5

512,E,2/13/2016,15,2,6,5,7,5,5,5,5

514,E,2/13/2016,11,2,6,6,7,5,5,5,5

515,E,2/13/2016,13,2,6,6,7,5,5,5,6

501,E,2/14/2016,14,2,6,5,5,5,5,4,6

502,E,2/14/2016,14,2,6,5,5,4,5,4,6

503,E,2/14/2016,15,2,5,5,4,4,4,5,5

504,E,2/14/2016,16,2,6,5,5,4,5,4,7

505,E,2/14/2016,14,2,6,5,5,5,5,5,6

506,E,2/14/2016,14,2,,,,,,,

507,E,2/14/2016,15,2,,,,,,,

508,E,2/14/2016,15,2,5,5,4,5,5,4,6

516,E,2/14/2016,15,2,5,5,4,5,5,4,5

509,E,2/14/2016,15,2,6,5,5,5,5,5,6

510,E,2/14/2016,13,2,,,,,,,

511,E,2/14/2016,14,2,,,,,,,

512,E,2/14/2016,15,2,,,,,,,

514,E,2/14/2016,11,2,4,5,4,5,5,5,6

515,E,2/14/2016,13,2,4,5,3,4,5,4,6

601,F,2/8/2016,15,2,,,,,,,

603,F,2/8/2016,16,2,,,,,,,

605,F,2/8/2016,15,2,,,,,,,

606,F,2/8/2016,12,2,,,,,,,

607,F,2/8/2016,17,2,5,6,3,5,5,4,4

610,F,2/8/2016,14,2,,,,,,,

613,F,2/8/2016,11,2,4,6,3,4,5,3,3

614,F,2/8/2016,13,2,,,,,,,

618,F,2/8/2016,14,2,3,5,2,4,2,2,2

619,F,2/8/2016,15,2,,,,,,,

621,F,2/8/2016,14,2,2,5,2,4,2,2,2

622,F,2/8/2016,14,2,,,,,,,

623,F,2/8/2016,15,2,2,5,2,3,2,3,2

624,F,2/8/2016,16,2,3,5,2,4,2,2,3

625,F,2/8/2016,13,2,,,,,,,

626,F,2/8/2016,,2,2,5,2,4,2,2,2

601,F,2/10/2016,15,2,4,5,4,4,3,4,4

603,F,2/10/2016,16,2,4,,4,4,3,4,4

604,F,2/10/2016,15,2,3,4,3,2,2,4,2

605,F,2/10/2016,15,2,,,,,,,

606,F,2/10/2016,12,2,,,,,,,

607,F,2/10/2016,17,2,4,5,4,4,3,4,3

610,F,2/10/2016,14,2,,,,,,,

613,F,2/10/2016,11,2,4,5,3,4,3,4,3

614,F,2/10/2016,13,2,4,4,3,4,2,4,2

618,F,2/10/2016,14,2,,,,,,,

619,F,2/10/2016,15,2,,,,,,,

620,F,2/10/2016,16,2,,,,,,,

621,F,2/10/2016,14,2,,,,,,,

622,F,2/10/2016,14,2,,,,,,,

623,F,2/10/2016,15,2,,,,,,,

624,F,2/10/2016,16,2,4,4,3,3,3,4,2

625,F,2/10/2016,13,2,,,,,,,

626,F,2/10/2016,,2,4,4,3,3,2,4,2

601,F,2/12/2016,15,2,4,6,3,5,5,4,4

602,F,2/12/2016,16,2,2,5,2,3,2,2,2

603,F,2/12/2016,16,2,3,5,3,5,3,3,3

605,F,2/12/2016,15,2,,,,,,,

606,F,2/12/2016,12,2,,,,,,,

607,F,2/12/2016,17,2,4,6,3,5,5,4,4

610,F,2/12/2016,14,2,,,,,,,

613,F,2/12/2016,11,2,4,6,3,5,5,4,4

614,F,2/12/2016,13,2,3,5,3,5,3,3,4

616,F,2/12/2016,18,2,2,4,2,5,2,2,2

618,F,2/12/2016,14,2,,,,,,,

619,F,2/12/2016,15,2,,,,,,,

621,F,2/12/2016,14,2,,,,,,,

622,F,2/12/2016,14,2,,,,,,,

623,F,2/12/2016,15,2,,,,,,,

624,F,2/12/2016,16,2,2,5,2,3,2,2,3

625,F,2/12/2016,13,2,,,,,,,

627,F,2/12/2016,17,2,2,5,2,4,2,2,2

628,F,2/12/2016,16,2,2,4,2,3,2,2,2

501,E,2/20/2016,14,2,6,7,7,5,6,6,6

502,E,2/20/2016,14,2,6,6,7,5,5,6,6

503,E,2/20/2016,15,2,6,6,7,5,5,5,6

504,E,2/20/2016,16,2,7,6,7,6,6,6,6

505,E,2/20/2016,14,2,6,5,7,6,5,5,5

506,E,2/20/2016,14,2,7,6,7,5,6,6,5

507,E,2/20/2016,15,2,,,,,,,

508,E,2/20/2016,15,2,6,4,7,5,4,4,5

516,E,2/20/2016,15,2,6,5,7,5,4,5,5

509,E,2/20/2016,15,2,6,5,7,5,5,6,5

510,E,2/20/2016,13,2,,,,,,,

511,E,2/20/2016,14,2,6,6,7,5,5,5,5

512,E,2/20/2016,15,2,6,4,7,5,4,4,4

514,E,2/20/2016,11,2,6,6,7,5,6,6,5

515,E,2/20/2016,13,2,6,5,7,5,5,5,6

501,E,2/21/2016,14,2,6,6,5,4,5,5,6

502,E,2/21/2016,14,2,,,,,,,

503,E,2/21/2016,15,2,5,5,5,5,4,5,5

504,E,2/21/2016,16,2,6,6,5,5,5,4,7

505,E,2/21/2016,14,2,5,6,5,5,5,4,5

506,E,2/21/2016,14,2,,,,,,,

507,E,2/21/2016,15,2,,,,,,,

508,E,2/21/2016,15,2,5,5,5,5,5,5,6

516,E,2/21/2016,15,2,4,5,4,3,4,4,5

509,E,2/21/2016,15,2,5,6,5,5,5,5,5

510,E,2/21/2016,13,2,,,,,,,

511,E,2/21/2016,14,2,,,,,,,

512,E,2/21/2016,15,2,,,,,,,

514,E,2/21/2016,11,2,4,6,4,4,5,5,6

515,E,2/21/2016,13,2,4,5,4,4,4,4,5

601,F,2/15/2016,15,2,5,5,4,5,5,4,4

602,F,2/15/2016,16,2,1,5,3,3,2,2,2

603,F,2/15/2016,16,2,5,5,4,4,5,3,3

604,F,2/15/2016,15,2,2,5,2,3,2,2,2

606,F,2/15/2016,12,2,,,,,,,

607,F,2/15/2016,17,2,5,5,4,5,5,4,4

609,F,2/15/2016,16,2,2,5,3,3,2,2,2

610,F,2/15/2016,14,2,,,,,,,

612,F,2/15/2016,16,2,2,5,3,3,2,2,2

613,F,2/15/2016,11,2,5,5,4,4,5,4,4

614,F,2/15/2016,13,2,,,,,,,

616,F,2/15/2016,18,2,1,5,3,5,2,2,2

617,F,2/15/2016,16,2,1,5,3,3,2,2,2

624,F,2/15/2016,16,2,2,5,3,4,2,2,3

626,F,2/15/2016,,2,3,5,3,4,2,2,2

627,F,2/15/2016,16,2,,,,,,,

628,F,2/15/2016,16,2,2,2,3,4,2,2,2

629,F,2/15/2016,18,2,1,5,2,3,2,2,2

601,F,2/17/2016,15,2,4,5,4,4,2,4,3

602,F,2/17/2016,16,2,2,4,2,2,1,2,2

603,F,2/17/2016,16,2,4,6,3,3,2,4,3

604,F,2/17/2016,15,2,,,,,,,

607,F,2/17/2016,17,2,4,7,4,4,2,4,3

608,F,2/17/2016,16,2,2,4,2,2,1,2,2

609,F,2/17/2016,16,2,1,4,2,2,1,2,2

610,F,2/17/2016,14,2,4,5,3,3,2,4,3

611,F,2/17/2016,17,2,1,4,2,2,1,2,2

612,F,2/17/2016,16,2,1,4,2,2,1,2,2

613,F,2/17/2016,11,2,4,5,3,3,2,4,3

614,F,2/17/2016,13,2,3,5,3,3,2,4,3

615,F,2/17/2016,15,2,2,4,2,2,2,2,2

624,F,2/17/2016,16,2,4,5,3,3,2,4,3

626,F,2/17/2016,,2,,,,,,,

628,F,2/17/2016,16,2,1,4,2,2,1,2,2

601,F,2/19/2016,15,2,4,4,4,5,5,4,4

602,F,2/19/2016,16,2,,,,,,,

603,F,2/19/2016,16,2,4,5,3,5,4,4,3

604,F,2/19/2016,15,2,,,,,,,

606,F,2/19/2016,12,2,,,,,,,

607,F,2/19/2016,17,2,4,6,4,5,5,4,4

609,F,2/19/2016,16,2,,,,,,,

610,F,2/19/2016,14,2,,,,,,,

612,F,2/19/2016,16,2,,,,,,,

613,F,2/19/2016,11,2,4,6,3,4,5,4,4

614,F,2/19/2016,13,2,,,,,,,

616,F,2/19/2016,18,2,,,,,,,

617,F,2/19/2016,16,2,,,,,,,

624,F,2/19/2016,16,2,2,5,3,5,3,2,3

626,F,2/19/2016,,2,,,,,,,

627,F,2/19/2016,17,2,,,,,,,

628,F,2/19/2016,16,2,,,,,,,

629,F,2/19/2016,18,2,,,,,,,

501,E,2/27/2016,14,2,3,6,5,5,5,5,4

502,E,2/27/2016,14,2,3,5,5,5,4,5,3

503,E,2/27/2016,15,2,3,5,5,5,4,4,3

504,E,2/27/2016,16,2,3,6,5,5,6,5,5

505,E,2/27/2016,14,2,2,5,5,5,4,5,3

506,E,2/27/2016,14,2,2,5,5,4,4,5,3

507,E,2/27/2016,15,2,,,,,,,

508,E,2/27/2016,15,2,2,5,5,5,4,4,4

516,E,2/27/2016,15,2,2,4,5,5,4,4,3

509,E,2/27/2016,15,2,3,5,5,5,4,5,3

510,E,2/27/2016,13,2,,,,,,,

511,E,2/27/2016,14,2,2,3,5,2,4,3,3

512,E,2/27/2016,15,2,2,4,5,4,3,4,3

514,E,2/27/2016,11,2,3,5,5,5,5,5,4

515,E,2/27/2016,13,2,2,5,5,5,4,4,3

501,E,2/28/2016,14,2,,,,,,,

502,E,2/28/2016,14,2,6,5,5,5,5,5,6

503,E,2/28/2016,15,2,4,5,5,4,4,6,5

504,E,2/28/2016,16,2,6,5,5,5,5,5,7

505,E,2/28/2016,14,2,6,5,5,5,5,5,6

506,E,2/28/2016,14,2,,,,,,,

507,E,2/28/2016,15,2,,,,,,,

508,E,2/28/2016,15,2,6,5,5,4,5,6,7

516,E,2/28/2016,15,2,4,5,4,4,4,4,5

509,E,2/28/2016,15,2,5,5,5,5,4,6,5

510,E,2/28/2016,13,2,,,,,,,

511,E,2/28/2016,14,2,5,5,5,4,5,4,5

512,E,2/28/2016,15,2,,,,,,,

514,E,2/28/2016,11,2,5,5,5,4,5,4,5

515,E,2/28/2016,13,2,4,4,3,3,4,4,4

601,F,2/22/2016,15,2,,,,,,,

602,F,2/22/2016,16,2,,,,,,,

603,F,2/22/2016,16,2,,,,,,,

604,F,2/22/2016,15,2,,,,,,,

606,F,2/22/2016,12,2,,,,,,,

607,F,2/22/2016,17,2,,,,,,,

609,F,2/22/2016,16,2,,,,,,,

610,F,2/22/2016,14,2,,,,,,,

612,F,2/22/2016,16,2,,,,,,,

613,F,2/22/2016,11,2,,,,,,,

614,F,2/22/2016,13,2,,,,,,,

616,F,2/22/2016,18,2,,,,,,,

617,F,2/22/2016,16,2,,,,,,,

624,F,2/22/2016,16,2,,,,,,,

626,F,2/22/2016,,2,,,,,,,

627,F,2/22/2016,17,2,,,,,,,

628,F,2/22/2016,16,2,,,,,,,

629,F,2/22/2016,18,2,,,,,,,

601,F,2/24/2016,15,2,5,5,4,4,2,4,3

602,F,2/24/2016,16,2,4,4,2,2,1,2,2

603,F,2/24/2016,16,2,,,,,,,

604,F,2/24/2016,15,2,4,4,2,2,2,2,2

607,F,2/24/2016,17,2,5,7,4,4,2,4,3

608,F,2/24/2016,16,2,4,4,2,2,1,2,2

609,F,2/24/2016,16,2,4,4,2,2,1,2,2

610,F,2/24/2016,14,2,,,,,,,

611,F,2/24/2016,17,2,4,4,2,2,1,2,2

612,F,2/24/2016,16,2,4,4,2,2,1,2,2

613,F,2/24/2016,11,2,5,5,3,3,2,4,3

614,F,2/24/2016,13,2,4,5,3,3,2,4,3

615,F,2/24/2016,15,2,4,4,2,2,2,2,2

624,F,2/24/2016,16,2,4,5,3,3,2,4,3

626,F,2/24/2016,,2,4,4,4,2,2,2,3

628,F,2/24/2016,16,2,4,4,2,2,1,2,2

601,F,2/26/2016,15,2,5,7,5,5,5,4,4

602,F,2/26/2016,16,2,3,5,3,4,3,2,3

603,F,2/26/2016,16,2,,,,,,,

604,F,2/26/2016,15,2,,,,,,,

606,F,2/26/2016,12,2,3,5,3,4,3,2,3

607,F,2/26/2016,17,2,5,6,5,5,5,4,4

609,F,2/26/2016,16,2,3,5,3,5,3,2,3

610,F,2/26/2016,14,2,5,7,5,4,5,4,4

612,F,2/26/2016,16,2,3,5,3,4,3,2,3

613,F,2/26/2016,11,2,5,6,4,4,5,4,4

614,F,2/26/2016,13,2,4,5,3,5,5,4,4

617,F,2/26/2016,16,2,3,5,3,5,3,2,3

628,F,2/26/2016,16,2,,,,,,,

501,E,3/5/2016,14,2,7,7,6,6,7,6,7

502,E,3/5/2016,14,2,7,6,6,6,6,6,7

503,E,3/5/2016,15,2,6,5,6,6,5,6,6

504,E,3/5/2016,16,2,7,7,6,6,7,6,7

505,E,3/5/2016,14,2,7,6,5,7,5,5,6

506,E,3/5/2016,14,2,,,,,,,

507,E,3/5/2016,15,2,,,,,,,

508,E,3/5/2016,15,2,7,5,4,5,4,5,6

516,E,3/5/2016,15,2,7,5,6,5,5,5,6

509,E,3/5/2016,15,2,7,6,5,,,,

510,E,3/5/2016,13,2,,,,,,,

511,E,3/5/2016,14,2,7,6,6,6,5,5,5

512,E,3/5/2016,15,2,7,5,5,5,4,5,5

514,E,3/5/2016,11,2,7,7,5,6,6,6,5

515,E,3/5/2016,13,2,7,5,5,5,5,5,6

501,E,3/6/2016,14,2,,,,,,,

502,E,3/6/2016,14,2,6,5,5,5,5,5,6

503,E,3/6/2016,15,2,4,5,5,4,4,6,5

504,E,3/6/2016,16,2,6,5,5,5,5,5,7

505,E,3/6/2016,14,2,6,5,5,5,5,5,6

506,E,3/6/2016,14,2,,,,,,,

507,E,3/6/2016,15,2,,,,,,,

508,E,3/6/2016,15,2,6,5,5,4,5,6,7

516,E,3/6/2016,15,2,4,5,4,4,4,4,5

509,E,3/6/2016,15,2,5,5,5,5,4,6,5

510,E,3/6/2016,13,2,,,,,,,

511,E,3/6/2016,14,2,5,5,5,4,5,4,5

512,E,3/6/2016,15,2,,,,,,,

514,E,3/6/2016,11,2,5,5,5,4,5,4,5

515,E,3/6/2016,13,2,4,4,3,3,4,4,4

601,F,2/29/2016,15,2,5,7,5,5,5,4,4

602,F,2/29/2016,16,2,2,5,3,4,2,2,3

603,F,2/29/2016,16,2,4,7,3,4,5,4,4

604,F,2/29/2016,15,2,2,5,3,3,2,2,3

605,F,2/29/2016,15,2,2,5,3,4,2,2,3

606,F,2/29/2016,12,2,3,5,4,4,3,3,3

607,F,2/29/2016,17,2,5,7,5,5,5,5,5

608,F,2/29/2016,16,2,2,5,3,3,2,2,3

609,F,2/29/2016,16,2,2,5,3,4,2,3,3

610,F,2/29/2016,14,2,4,7,5,4,5,4,5

611,F,2/29/2016,17,2,2,5,3,4,3,3,3

612,F,2/29/2016,16,2,2,5,3,4,3,3,3

613,F,2/29/2016,11,2,4,7,5,4,5,4,4

614,F,2/29/2016,13,2,2,5,4,5,4,4,4

615,F,2/29/2016,15,2,2,5,3,5,2,2,3

626,F,2/29/2016,,2,,,,,,,

628,F,2/29/2016,16,2,,,,,,,

601,F,3/2/2016,15,2,5,5,4,4,3,4,4

602,F,3/2/2016,16,2,4,4,2,2,2,2,2

603,F,3/2/2016,16,2,4,4,2,,2,2,3

604,F,3/2/2016,15,2,4,4,2,2,2,2,2

605,F,3/2/2016,15,2,4,4,2,3,2,2,2

606,F,3/2/2016,12,2,4,4,2,2,2,2,2

607,F,3/2/2016,17,2,5,7,4,4,3,4,3

608,F,3/2/2016,16,2,4,4,2,2,2,2,2

609,F,3/2/2016,16,2,4,4,2,2,2,2,2

610,F,3/2/2016,14,2,5,5,4,2,3,3,4

611,F,3/2/2016,17,2,4,4,2,2,2,2,2

612,F,3/2/2016,16,2,4,4,2,2,2,2,2

613,F,3/2/2016,11,2,5,5,4,3,2,4,4

614,F,3/2/2016,13,2,4,5,3,3,2,4,4

615,F,3/2/2016,15,2,4,4,2,2,2,2,2

626,F,3/2/2016,,2,4,4,4,2,2,2,3

628,F,3/2/2016,16,2,4,4,2,2,2,2,2

601,F,3/4/2016,15,2,5,7,5,5,5,4,4

602,F,3/4/2016,16,2,2,7,3,5,2,2,4

603,F,3/4/2016,16,2,4,7,4,4,4,4,4

604,F,3/4/2016,15,2,,,,,,,

605,F,3/4/2016,15,2,2,7,3,4,3,2,3

606,F,3/4/2016,12,2,3,5,3,4,3,3,3

607,F,3/4/2016,17,2,5,6,5,5,5,4,5

608,F,3/4/2016,16,2,2,5,3,4,3,2,4

609,F,3/4/2016,16,2,2,4,3,4,2,3,3

610,F,3/4/2016,14,2,5,7,5,5,5,4,5

611,F,3/4/2016,17,2,2,5,3,5,3,3,3

612,F,3/4/2016,16,2,2,5,3,5,2,2,3

613,F,3/4/2016,11,2,4,7,5,4,5,5,6

614,F,3/4/2016,13,2,3,7,3,5,4,4,4

615,F,3/4/2016,15,2,2,5,3,5,2,2,3

626,F,3/4/2016,,2,,,,,,,

